,Temperature,WI,GHGI,Age,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Y_Gas,Y_Very_Low_G,Y_Low_G,Y_Medium_G,Y_High_G,Y_Very_High_G
11,45.25,2.8692436493889257,0.3675959093640139,1914.0,0,0,1,0,0,0,0,0,0,0,7.269855146938497,1,0,0,0,0
0,26.2,3.9655277449962436,0.5987214163795918,2004.0,0,0,1,0,0,0,0,0,0,0,12.26630607531359,0,1,0,0,0
1,19.1,4.133019000895706,0.5991704798950521,2004.0,0,0,1,0,0,0,0,0,0,0,6.184689579385817,1,0,0,0,0
2,33.3,4.214644486365696,0.6010565466599862,2004.0,0,0,1,0,0,0,0,0,0,0,4.139256444235744,1,0,0,0,0
3,48.05,4.363650750019924,0.6036611150496568,2004.0,0,0,1,0,0,0,0,0,0,0,2.759806534176077,1,0,0,0,0
4,62.3,4.421557141497825,0.6046789923513672,2004.0,0,0,1,0,0,0,0,0,0,0,2.004251162924254,1,0,0,0,0
5,64.65,4.244856516701992,0.6029426134249202,2004.0,0,0,1,0,0,0,0,0,0,0,1.8850585239671005,1,0,0,0,0
6,73.85,4.700952167656065,0.6007122646314665,2004.0,0,0,1,0,0,0,0,0,0,0,0.7919298335223475,1,0,0,0,0
7,74.65,4.681605867528437,0.5971496940754801,2004.0,0,0,1,0,0,0,0,0,0,0,3.6808118397914202,1,0,0,0,0
8,69.2,4.693332905619498,0.5952037521751514,2004.0,0,0,1,0,0,0,0,0,0,0,3.1406351900739984,1,0,0,0,0
9,54.0,4.274936038133303,0.5961916919091644,2004.0,0,0,1,0,0,0,0,0,0,0,3.5863656679717058,1,0,0,0,0
10,48.55,4.066698293951338,0.598990854488868,2004.0,0,0,1,0,0,0,0,0,0,0,3.08937871446289,1,0,0,0,0
11,45.25,3.8789331755893617,0.6015205789592953,2004.0,0,0,1,0,0,0,0,0,0,0,5.482510434175055,1,0,0,0,0
0,26.2,1.766534257050716,0.09978690272993194,1902.0,0,0,0,0,1,0,0,0,0,0,1.5872541496733141,1,0,0,0,0
1,19.1,1.841147035053894,0.09986174664917535,1902.0,0,0,0,0,1,0,0,0,0,0,0.800295878730588,1,0,0,0,0
2,33.3,1.8775089585111386,0.10017609110999769,1902.0,0,0,0,0,1,0,0,0,0,0,0.5356178076216173,1,0,0,0,0
3,48.05,1.943887177549567,0.10061018584160945,1902.0,0,0,0,0,1,0,0,0,0,0,0.3571176478697574,1,0,0,0,0
4,62.3,1.9696828927294636,0.1007798320585612,1902.0,0,0,0,0,1,0,0,0,0,0,0.25934914356502864,1,0,0,0,0
5,64.65,1.8909675925180414,0.10049043557082002,1902.0,0,0,0,0,1,0,0,0,0,0,0.24392567299176413,1,0,0,0,0
6,73.85,2.0941457427450496,0.10011871077191108,1902.0,0,0,0,0,1,0,0,0,0,0,0.10247534235577173,1,0,0,0,0
7,74.65,2.08552749465291,0.09952494901258001,1902.0,0,0,0,0,1,0,0,0,0,0,0.47629529468807386,1,0,0,0,0
8,69.2,2.090751569695063,0.09920062536252523,1902.0,0,0,0,0,1,0,0,0,0,0,0.4063966941186529,1,0,0,0,0
9,54.0,1.904367197428422,0.09936528198486073,1902.0,0,0,0,0,1,0,0,0,0,0,0.46407400514734565,1,0,0,0,0
10,48.55,1.8116029722448825,0.099831809081478,1902.0,0,0,0,0,1,0,0,0,0,0,0.399764130646664,1,0,0,0,0
11,45.25,1.7279587424739147,0.10025342982654922,1902.0,0,0,0,0,1,0,0,0,0,0,0.7094342325914222,1,0,0,0,0
0,26.2,1.4512730301972234,0.24946725682482987,1887.0,0,0,0,0,1,0,0,0,0,0,6.17232132438399,1,0,0,0,0
1,19.1,1.5125701785496632,0.24965436662293838,1887.0,0,0,0,0,1,0,0,0,0,0,3.1120934975171495,1,0,0,0,0
2,33.3,1.542442839455599,0.25044022777499425,1887.0,0,0,0,0,1,0,0,0,0,0,2.082845533201565,1,0,0,0,0
3,48.05,1.5969749939827496,0.25152546460402364,1887.0,0,0,0,0,1,0,0,0,0,0,1.3887157729050703,1,0,0,0,0
4,62.3,1.6181671251773828,0.251949580146403,1887.0,0,0,0,0,1,0,0,0,0,0,1.0085254775466312,1,0,0,0,0
5,64.65,1.553499603557147,0.25122608892705006,1887.0,0,0,0,0,1,0,0,0,0,0,0.94854855681534,1,0,0,0,0
6,73.85,1.7204179458270028,0.2502967769297777,1887.0,0,0,0,0,1,0,0,0,0,0,0.3984936759977991,1,0,0,0,0
7,74.65,1.7133377372356606,0.24881237253145003,1887.0,0,0,0,0,1,0,0,0,0,0,1.852159343676644,1,0,0,0,0
8,69.2,1.7176295075119192,0.24800156340631307,1887.0,0,0,0,0,1,0,0,0,0,0,1.5803461479587224,1,0,0,0,0
9,54.0,1.5645078730793014,0.24841320496215186,1887.0,0,0,0,0,1,0,0,0,0,0,1.8046346759608698,1,0,0,0,0
10,48.55,1.4882986415635904,0.249579522703695,1887.0,0,0,0,0,1,0,0,0,0,0,1.5545542399886512,1,0,0,0,0
11,45.25,1.4195818225640593,0.25063357456637303,1887.0,0,0,0,0,1,0,0,0,0,0,2.7587617540475646,1,0,0,0,0
0,26.2,3.1945529365967715,1.0061846025268137,2012.0,0,0,0,0,0,0,0,1,0,0,21.29153027767395,0,1,0,0,0
1,19.1,3.3294806732802567,1.0069392787125182,2012.0,0,0,0,0,0,0,0,1,0,0,10.735220907500567,1,0,0,0,0
2,33.3,3.3952365955880306,1.0101089186924768,2012.0,0,0,0,0,0,0,0,1,0,0,7.1848120671690685,1,0,0,0,0
3,48.05,3.5152731777878556,1.0144860405695622,2012.0,0,0,0,0,0,0,0,1,0,0,4.790399328220752,1,0,0,0,0
4,62.3,3.5619214538406117,1.0161966399238254,2012.0,0,0,0,0,0,0,0,1,0,0,3.478926260070028,1,0,0,0,0
5,64.65,3.4195748265720773,1.013278558672435,2012.0,0,0,0,0,0,0,0,1,0,0,3.2720348238340207,1,0,0,0,0
6,73.85,3.786996717129479,1.00953033361677,2012.0,0,0,0,0,0,0,0,1,0,0,1.3746108995411879,1,0,0,0,0
7,74.65,3.771411709569519,1.0035432358768483,2012.0,0,0,0,0,0,0,0,1,0,0,6.3890560248665755,1,0,0,0,0
8,69.2,3.7808587860699054,1.0002729724054626,2012.0,0,0,0,0,0,0,0,1,0,0,5.451431655954281,1,0,0,0,0
9,54.0,3.4438063109290002,1.0019332600140125,2012.0,0,0,0,0,0,0,0,1,0,0,6.225118853026647,1,0,0,0,0
10,48.55,3.27605398640519,1.0066374082382366,2012.0,0,0,0,0,0,0,0,1,0,0,5.3624620186649326,1,0,0,0,0
11,45.25,3.124794015771884,1.010888750751038,2012.0,0,0,0,0,0,0,0,1,0,0,9.516396883478,1,0,0,0,0
0,26.2,1.1663110710465234,0.6319837172895689,1996.0,1,0,0,0,0,0,0,0,0,0,8.778701758741907,1,0,0,0,0
1,19.1,1.2155723342681766,0.6324577287781106,1996.0,1,0,0,0,0,0,0,0,0,0,4.426234349157066,1,0,0,0,0
2,33.3,1.2395794055850582,0.6344485770299854,1996.0,1,0,0,0,0,0,0,0,0,0,2.962366795984839,1,0,0,0,0
3,48.05,1.2834040024938784,0.6371978436635266,1996.0,1,0,0,0,0,0,0,0,0,0,1.9751275018416292,1,0,0,0,0
4,62.3,1.300434993022251,0.6382722697042209,1996.0,1,0,0,0,0,0,0,0,0,0,1.4343946010228548,1,0,0,0,0
5,64.65,1.2484651397737743,0.63643942528186,1996.0,1,0,0,0,0,0,0,0,0,0,1.3490912812770608,1,0,0,0,0
6,73.85,1.3826085480086876,0.6340851682221035,1996.0,1,0,0,0,0,0,0,0,0,0,0.5667652331237858,1,0,0,0,0
7,74.65,1.3769185603264396,0.6303246770796733,1996.0,1,0,0,0,0,0,0,0,0,0,2.6342689619171997,1,0,0,0,0
8,69.2,1.3803676282023225,0.6282706272959931,1996.0,1,0,0,0,0,0,0,0,0,0,2.247677458673269,1,0,0,0,0
9,54.0,1.2573119014441183,0.6293134525707846,1996.0,1,0,0,0,0,0,0,0,0,0,2.566676096585982,1,0,0,0,0
10,48.55,1.1960665888232103,0.632268124182694,1996.0,1,0,0,0,0,0,0,0,0,0,2.210994425506526,1,0,0,0,0
11,45.25,1.1408425302907081,0.6349383889014784,1996.0,1,0,0,0,0,0,0,0,0,0,3.9237015361678855,1,0,0,0,0
0,26.2,0.43140286439986236,0.9729223016168365,1981.0,0,0,0,0,1,0,0,0,0,0,20.47162416062416,0,1,0,0,0
1,19.1,0.44962394673830575,0.9736520298294596,1981.0,0,0,0,0,1,0,0,0,0,0,10.32182303636821,1,0,0,0,0
2,33.3,0.45850384129564836,0.9767168883224775,1981.0,0,0,0,0,1,0,0,0,0,0,6.908135318861214,1,0,0,0,0
3,48.05,0.4747139734867714,0.9809493119556922,1981.0,0,0,0,0,1,0,0,0,0,0,4.605927960446969,1,0,0,0,0
4,62.3,0.4810135090737175,0.9826033625709717,1981.0,0,0,0,0,1,0,0,0,0,0,3.3449578282947154,1,0,0,0,0
5,64.65,0.4617905555149246,0.9797817468154951,1981.0,0,0,0,0,1,0,0,0,0,0,3.1460334828184076,1,0,0,0,0
6,73.85,0.511408407895401,0.976157430026133,1981.0,0,0,0,0,1,0,0,0,0,0,1.3216766167348952,1,0,0,0,0
7,74.65,0.5093037575620047,0.970368252872655,1981.0,0,0,0,0,1,0,0,0,0,0,6.1430226938356505,1,0,0,0,0
8,69.2,0.5105795216339607,0.9672060972846209,1981.0,0,0,0,0,1,0,0,0,0,0,5.241504886806897,1,0,0,0,0
9,54.0,0.4650628543209583,0.9688114993523922,1981.0,0,0,0,0,1,0,0,0,0,0,5.985398505996892,1,0,0,0,0
10,48.55,0.44240903241046486,0.9733601385444105,1981.0,0,0,0,0,1,0,0,0,0,0,5.155961341907053,1,0,0,0,0
11,45.25,0.42198239184592823,0.9774709408088549,1981.0,0,0,0,0,1,0,0,0,0,0,9.149934167304949,1,0,0,0,0
0,26.2,0.2845455527406654,0.5571435402421201,2002.0,0,1,0,0,0,0,0,0,0,0,13.630563781064023,0,1,0,0,0
1,19.1,0.2965638501915601,0.5575614187912291,2002.0,0,1,0,0,0,0,0,0,0,0,6.8725503228359015,1,0,0,0,0
2,33.3,0.3024208685695277,0.5593165086974872,2002.0,0,1,0,0,0,0,0,0,0,0,4.59962425712528,1,0,0,0,0
3,48.05,0.313112779553334,0.5617402042823195,2002.0,0,1,0,0,0,0,0,0,0,0,3.066752024327141,1,0,0,0,0
4,62.3,0.3172678396688728,0.5626873956603,2002.0,0,1,0,0,0,0,0,0,0,0,2.2271638374075353,1,0,0,0,0
5,64.65,0.3045887260211132,0.5610715986037451,2002.0,0,1,0,0,0,0,0,0,0,0,2.09471460146286,1,0,0,0,0
6,73.85,0.3373157670226794,0.5589961351431703,2002.0,0,1,0,0,0,0,0,0,0,0,0.8800082143456386,1,0,0,0,0
7,74.65,0.33592757760192726,0.5556809653202384,2002.0,0,1,0,0,0,0,0,0,0,0,4.090191475765039,1,0,0,0,0
8,69.2,0.33676904858642426,0.5538701582740992,2002.0,0,1,0,0,0,0,0,0,0,0,3.489936416759709,1,0,0,0,0
9,54.0,0.3067470753259811,0.5547894910821392,2002.0,0,1,0,0,0,0,0,0,0,0,3.9852410073060134,1,0,0,0,0
10,48.55,0.29180502275946135,0.5573942673715855,2002.0,0,1,0,0,0,0,0,0,0,0,3.432979199507823,1,0,0,0,0
11,45.25,0.2783319788607922,0.5597483165315665,2002.0,0,1,0,0,0,0,0,0,0,0,6.092274862093037,1,0,0,0,0
0,26.2,3.443881383469992,0.9313444254793648,2000.0,0,0,1,0,0,0,0,0,0,0,19.261036282672436,0,1,0,0,0
1,19.1,3.5893399592709065,0.9320429687256365,2000.0,0,0,1,0,0,0,0,0,0,0,9.711442846298855,1,0,0,0,0
2,33.3,3.660227999376415,0.9349768503599785,2000.0,0,0,1,0,0,0,0,0,0,0,6.499623282363931,1,0,0,0,0
3,48.05,3.789633195965124,0.939028401188355,2000.0,0,0,1,0,0,0,0,0,0,0,4.333556774268159,1,0,0,0,0
4,62.3,3.83992227636465,0.9406117658799045,2000.0,0,0,1,0,0,0,0,0,0,0,3.1471540112931318,1,0,0,0,0
5,64.65,3.6864657804544287,0.9379107319943201,2000.0,0,0,1,0,0,0,0,0,0,0,2.9599930412761237,1,0,0,0,0
6,73.85,4.082564212342679,0.9344413005378367,2000.0,0,0,1,0,0,0,0,0,0,0,1.2435193743862878,1,0,0,0,0
7,74.65,4.065762826213775,0.9288995241174134,2000.0,0,0,1,0,0,0,0,0,0,0,5.77975553199298,1,0,0,0,0
8,69.2,4.075947228079583,0.9258725033835687,2000.0,0,0,1,0,0,0,0,0,0,0,4.9315489092837295,1,0,0,0,0
9,54.0,3.712588483545257,0.9274092985253669,2000.0,0,0,1,0,0,0,0,0,0,0,5.631452438053387,1,0,0,0,0
10,48.55,3.5317434266851806,0.931763551427128,2000.0,0,0,1,0,0,0,0,0,0,0,4.851063975155569,1,0,0,0,0
11,45.25,3.368677918845073,0.935698678381126,2000.0,0,0,1,0,0,0,0,0,0,0,8.60885353295542,1,0,0,0,0
0,26.2,2.883185900778104,0.48230336319467104,1958.0,0,0,1,0,0,0,0,0,0,0,16.09178379176843,0,1,0,0,0
1,19.1,3.0049624860314257,0.48266510880434754,1958.0,0,0,1,0,0,0,0,0,0,0,8.11350107519109,1,0,0,0,0
2,33.3,3.064309302895386,0.48418444036498887,1958.0,0,0,1,0,0,0,0,0,0,0,5.430161236020105,1,0,0,0,0
3,48.05,3.172646146342664,0.4862825649011124,1958.0,0,0,1,0,0,0,0,0,0,0,3.620503987296424,1,0,0,0,0
4,62.3,3.2147477031114158,0.4871025216163791,1958.0,0,0,1,0,0,0,0,0,0,0,2.629314496161634,1,0,0,0,0
5,64.65,3.086275332513865,0.4857037719256301,1958.0,0,0,1,0,0,0,0,0,0,0,2.472949396196541,1,0,0,0,0
6,73.85,3.417885305964761,0.48390710206423687,1958.0,0,0,1,0,0,0,0,0,0,0,1.0389080120004255,1,0,0,0,0
7,74.65,3.403819339630121,0.48103725356080335,1958.0,0,0,1,0,0,0,0,0,0,0,4.8287420793542095,1,0,0,0,0
8,69.2,3.4123456274425563,0.4794696892522053,1958.0,0,0,1,0,0,0,0,0,0,0,4.120101205464034,1,0,0,0,0
9,54.0,3.1081450198971745,0.48026552959349356,1958.0,0,0,1,0,0,0,0,0,0,0,4.70484109664991,1,0,0,0,0
10,48.55,2.956743197329458,0.482520410560477,1958.0,0,0,1,0,0,0,0,0,0,0,4.0528594361491495,1,0,0,0,0
11,45.25,2.820226250095315,0.48455824416165455,1958.0,0,0,1,0,0,0,0,0,0,0,7.192334187748043,1,0,0,0,0
0,26.2,3.4089039400888375,0.6153525668345804,1896.0,0,0,1,0,0,0,0,0,0,0,27.970911978475183,0,0,1,0,0
1,19.1,3.5528851801360295,0.6158141043365813,1896.0,0,0,1,0,0,0,0,0,0,0,14.102974993208852,0,1,0,0,0
2,33.3,3.623053252817255,0.6177525618449858,1896.0,0,0,1,0,0,0,0,0,0,0,9.438764771332696,1,0,0,0,0
3,48.05,3.7511441582231626,0.6204294793565918,1896.0,0,0,1,0,0,0,0,0,0,0,6.293199042245994,1,0,0,0,0
4,62.3,3.800922482511631,0.6214756310277941,1896.0,0,0,1,0,0,0,0,0,0,0,4.570302788525324,1,0,0,0,0
5,64.65,3.6490245524460216,0.6196910193533901,1896.0,0,0,1,0,0,0,0,0,0,0,4.298507286906269,1,0,0,0,0
6,73.85,4.041100049473264,0.617398716426785,1896.0,0,0,1,0,0,0,0,0,0,0,1.805841100864246,1,0,0,0,0
7,74.65,4.024469304974142,0.6137371855775767,1896.0,0,0,1,0,0,0,0,0,0,0,8.393371512825471,1,0,0,0,0
8,69.2,4.034550269961623,0.6117371897355722,1896.0,0,0,1,0,0,0,0,0,0,0,7.161604310107325,1,0,0,0,0
9,54.0,3.6748819428658885,0.6127525722399746,1896.0,0,0,1,0,0,0,0,0,0,0,8.178005489635344,1,0,0,0,0
10,48.55,3.495873621082533,0.615629489335781,1896.0,0,0,1,0,0,0,0,0,0,0,7.044723942143042,1,0,0,0,0
11,45.25,3.3344642720739324,0.6182294839303869,1896.0,0,0,1,0,0,0,0,0,0,0,12.501792783730268,0,1,0,0,0
0,26.2,3.220980041584346,0.4324099118297051,1926.0,0,0,1,0,0,0,0,0,0,0,19.33536843064673,0,1,0,0,0
1,19.1,3.3570239749732362,0.43273423547975987,1926.0,0,0,1,0,0,0,0,0,0,0,9.748921224725688,1,0,0,0,0
2,33.3,3.4233238665614922,0.43409639480999,1926.0,0,0,1,0,0,0,0,0,0,0,6.524706613941291,1,0,0,0,0
3,48.05,3.544353457618301,0.4359774719803077,1926.0,0,0,1,0,0,0,0,0,0,0,4.350280826841057,1,0,0,0,0
4,62.3,3.5913876339560744,0.43671260558709857,1926.0,0,0,1,0,0,0,0,0,0,0,3.1592995009870473,1,0,0,0,0
5,64.65,3.4478634368246786,0.4354585541402201,1926.0,0,0,1,0,0,0,0,0,0,0,2.971416239774792,1,0,0,0,0
6,73.85,3.818324844043475,0.43384774667828135,1926.0,0,0,1,0,0,0,0,0,0,0,1.2483183615637812,1,0,0,0,0
7,74.65,3.802610908699505,0.4312747790545134,1926.0,0,0,1,0,0,0,0,0,0,0,5.802060751564465,1,0,0,0,0
8,69.2,3.8121361366306097,0.42986937657094265,1926.0,0,0,1,0,0,0,0,0,0,0,4.950580731761377,1,0,0,0,0
9,54.0,3.472295377393727,0.43058288860106325,1926.0,0,0,1,0,0,0,0,0,0,0,5.6531853266577325,1,0,0,0,0
10,48.55,3.3031553130577778,0.43260450601973804,1926.0,0,0,1,0,0,0,0,0,0,0,4.869785190356145,1,0,0,0,0
11,45.25,3.1506440364659603,0.43443152924837997,1926.0,0,0,1,0,0,0,0,0,0,0,8.642076801179899,1,0,0,0,0
0,26.2,2.726405946320477,0.44072548705719944,1915.0,0,0,1,0,0,0,0,0,0,0,19.048551455634808,0,1,0,0,0
1,19.1,2.8415606458726828,0.4410560477005245,1915.0,0,0,1,0,0,0,0,0,0,0,9.604307683725175,1,0,0,0,0
2,33.3,2.8976803412240737,0.4424444024024898,1915.0,0,0,1,0,0,0,0,0,0,0,6.427920425430668,1,0,0,0,0
3,48.05,3.000126116260826,0.4443616541337751,1915.0,0,0,1,0,0,0,0,0,0,0,4.285749634085026,1,0,0,0,0
4,62.3,3.0399383027357585,0.44511092492531196,1915.0,0,0,1,0,0,0,0,0,0,0,3.112435086208504,1,0,0,0,0
5,64.65,2.9184519167762124,0.4438327571044551,1915.0,0,0,1,0,0,0,0,0,0,0,2.9273388475880116,1,0,0,0,0
6,73.85,3.232029824892266,0.4421909725759406,1915.0,0,0,1,0,0,0,0,0,0,0,1.2298010575051697,1,0,0,0,0
7,74.65,3.2187287282667736,0.4395685248055617,1915.0,0,0,1,0,0,0,0,0,0,0,5.71599414675328,1,0,0,0,0
8,69.2,3.226791379303459,0.4381360953511531,1915.0,0,0,1,0,0,0,0,0,0,0,4.87714481068601,1,0,0,0,0
9,54.0,2.9391323889268057,0.4388633287664683,1915.0,0,0,1,0,0,0,0,0,0,0,5.5693271100227815,1,0,0,0,0
10,48.55,2.7959633933996773,0.4409238234431945,1915.0,0,0,1,0,0,0,0,0,0,0,4.797547774127657,1,0,0,0,0
11,45.25,2.666869873411168,0.4427859817339257,1915.0,0,0,1,0,0,0,0,0,0,0,8.513881968232916,1,0,0,0,0
0,26.2,5.257082517647728,0.44072548705719944,1974.0,0,0,1,0,0,0,0,0,0,0,19.509560939030933,0,1,0,0,0
1,19.1,5.479124931638897,0.4410560477005245,1974.0,0,0,1,0,0,0,0,0,0,0,9.83674934386736,1,0,0,0,0
2,33.3,5.587335475166238,0.4424444024024898,1974.0,0,0,1,0,0,0,0,0,0,0,6.583487754607429,1,0,0,0,0
3,48.05,5.784872417043666,0.4443616541337751,1974.0,0,0,1,0,0,0,0,0,0,0,4.3894725460017865,1,0,0,0,0
4,62.3,5.861638663020045,0.44511092492531196,1974.0,0,0,1,0,0,0,0,0,0,0,3.1877616586535975,1,0,0,0,0
5,64.65,5.627387429588697,0.4438327571044551,1974.0,0,0,1,0,0,0,0,0,0,0,2.998185755448439,1,0,0,0,0
6,73.85,6.232031408194397,0.4421909725759406,1974.0,0,0,1,0,0,0,0,0,0,0,1.2595644729292208,1,0,0,0,0
7,74.65,6.206384104046682,0.4395685248055617,1974.0,0,0,1,0,0,0,0,0,0,0,5.854331569146127,1,0,0,0,0
8,69.2,6.221930586355398,0.4381360953511531,1974.0,0,0,1,0,0,0,0,0,0,0,4.995180558173642,1,0,0,0,0
9,54.0,5.6672637175443885,0.4388633287664683,1974.0,0,0,1,0,0,0,0,0,0,0,5.704114924195189,1,0,0,0,0
10,48.55,5.3912038650229315,0.4409238234431945,1974.0,0,0,1,0,0,0,0,0,0,0,4.913657129008003,1,0,0,0,0
11,45.25,5.1422844816166915,0.4427859817339257,1974.0,0,0,1,0,0,0,0,0,0,0,8.719933348938277,1,0,0,0,0
0,26.2,0.39828099830695246,0.16631150454988658,2003.0,0,0,0,0,0,0,0,0,1,0,3.7579030364782113,1,0,0,0,0
1,19.1,0.4151031185635808,0.16643624441529226,2003.0,0,0,0,0,0,0,0,0,1,0,1.8947402426899689,1,0,0,0,0
2,33.3,0.42330124046079837,0.16696015184999616,2003.0,0,0,0,0,0,0,0,0,1,0,1.2681017630776703,1,0,0,0,0
3,48.05,0.43826680551505354,0.1676836430693491,2003.0,0,0,0,0,0,0,0,0,1,0,0.8454937689631675,1,0,0,0,0
4,62.3,0.4440826809518784,0.16796638676426867,2003.0,0,0,0,0,0,0,0,0,1,0,0.6140219789701838,1,0,0,0,0
5,64.65,0.4263356102539244,0.16748405928470003,2003.0,0,0,0,0,0,0,0,0,1,0,0.5775061463215609,1,0,0,0,0
6,73.85,0.47214394721857217,0.16686451795318513,2003.0,0,0,0,0,0,0,0,0,1,0,0.24261546286217484,1,0,0,0,0
7,74.65,0.470200885859816,0.16587491502096668,2003.0,0,0,0,0,0,0,0,0,1,0,1.1276527672250758,1,0,0,0,0
8,69.2,0.47137870045056884,0.16533437560420872,2003.0,0,0,0,0,0,0,0,0,1,0,0.9621643585921752,1,0,0,0,0
9,54.0,0.4293566714076068,0.16560880330810124,2003.0,0,0,0,0,0,0,0,0,1,0,1.0987182572197094,1,0,0,0,0
10,48.55,0.40844214452209154,0.16638634846913,2003.0,0,0,0,0,0,0,0,0,1,0,0.9464614351402809,1,0,0,0,0
11,45.25,0.3895838024306023,0.16708904971091537,2003.0,0,0,0,0,0,0,0,0,1,0,1.6796207824598246,1,0,0,0,0
0,32.6,3.762268550616414,0.29874631739755203,2000.0,0,0,1,0,0,0,0,0,0,0,3.5949021499056757,1,0,0,0,0
1,34.05,3.9416591716608638,0.29987444619225606,2000.0,0,0,1,0,0,0,0,0,0,0,4.812170584234026,1,0,0,0,0
2,42.55,3.824855389852674,0.3004607762895035,2000.0,0,0,1,0,0,0,0,0,0,0,3.8784632288473144,1,0,0,0,0
3,47.1,3.8968739783151567,0.3023830483804796,2000.0,0,0,1,0,0,0,0,0,0,0,2.0783422121078403,1,0,0,0,0
4,58.6,4.040723769493907,0.302590861579504,2000.0,0,0,1,0,0,0,0,0,0,0,1.8532678296493132,1,0,0,0,0
5,68.4,4.360778624031427,0.30193031248260493,2000.0,0,0,1,0,0,0,0,0,0,0,1.8270946594392943,1,0,0,0,0
6,76.05,4.583267966705637,0.30013421269103663,2000.0,0,0,1,0,0,0,0,0,0,0,1.3223637516306872,1,0,0,0,0
7,76.4,4.636860290123512,0.29854592609849273,2000.0,0,0,1,0,0,0,0,0,0,0,1.3471988006621025,1,0,0,0,0
8,67.5,4.351221950974394,0.2976404543027434,2000.0,0,0,1,0,0,0,0,0,0,0,1.9537685308688846,1,0,0,0,0
9,55.3,4.074765513389877,0.298041236900862,2000.0,0,0,1,0,0,0,0,0,0,0,2.4712961975361933,1,0,0,0,0
10,46.2,3.8742627649383845,0.29949592929403296,2000.0,0,0,1,0,0,0,0,0,0,0,3.5821893986545996,1,0,0,0,0
11,35.35,3.752462029897759,0.30015647839093207,2000.0,0,0,1,0,0,0,0,0,0,0,3.975942656464074,1,0,0,0,0
0,32.6,0.2758486106358267,0.5725971083453081,2002.0,0,1,0,0,0,0,0,0,0,0,6.5524477300036255,1,0,0,0,0
1,34.05,0.2890014871278841,0.5747593552018241,2002.0,0,1,0,0,0,0,0,0,0,0,8.77116953569426,1,0,0,0,0
2,42.55,0.28043746239245676,0.5758831545548818,2002.0,0,1,0,0,0,0,0,0,0,0,7.069296053142899,1,0,0,0,0
3,47.1,0.2857178476972416,0.5795675093959193,2002.0,0,1,0,0,0,0,0,0,0,0,3.7882056707034577,1,0,0,0,0
4,58.6,0.2962648792296958,0.5799658180273827,2002.0,0,1,0,0,0,0,0,0,0,0,3.377961367819987,1,0,0,0,0
5,68.4,0.3197312229432411,0.5786997655916595,2002.0,0,1,0,0,0,0,0,0,0,0,3.330255387913375,1,0,0,0,0
6,76.05,0.3360440871719,0.5752572409911535,2002.0,0,1,0,0,0,0,0,0,0,0,2.410279612990001,1,0,0,0,0
7,76.4,0.3399734632269785,0.5722130250221111,2002.0,0,1,0,0,0,0,0,0,0,0,2.4555465921356494,1,0,0,0,0
8,67.5,0.31903053001034254,0.5704775374135915,2002.0,0,1,0,0,0,0,0,0,0,0,3.561144543358501,1,0,0,0,0
9,55.3,0.29876081157237383,0.5712457040599854,2002.0,0,1,0,0,0,0,0,0,0,0,4.504445040357357,1,0,0,0,0
10,46.2,0.2840599990586188,0.5740338644802299,2002.0,0,1,0,0,0,0,0,0,0,0,6.529276129052151,1,0,0,0,0
11,35.35,0.2751295989334406,0.5752999169159532,2002.0,0,1,0,0,0,0,0,0,0,0,7.246972336828743,1,0,0,0,0
0,32.6,3.3714830188823264,1.0871046549744252,2012.0,0,0,0,0,0,0,0,1,0,0,10.148009555503375,1,0,0,0,0
1,34.05,3.5322403982296944,1.0912097903107094,2012.0,0,0,0,0,0,0,0,1,0,0,13.584223168021547,0,1,0,0,0
2,42.55,3.4275689847966935,1.0933433803868045,2012.0,0,0,0,0,0,0,0,1,0,0,10.948470991913847,1,0,0,0,0
3,47.1,3.4921070274107313,1.1003383149400785,2012.0,0,0,0,0,0,0,0,1,0,0,5.866929264995371,1,0,0,0,0
4,58.6,3.6210151905851706,1.1010945240809729,2012.0,0,0,0,0,0,0,0,1,0,0,5.231569277812386,1,0,0,0,0
5,68.4,3.9078260581951687,1.0986908593117013,2012.0,0,0,0,0,0,0,0,1,0,0,5.157685324838574,1,0,0,0,0
6,76.05,4.107205509878778,1.0921550517368275,2012.0,0,0,0,0,0,0,0,1,0,0,3.7328860224336307,1,0,0,0,0
7,76.4,4.155231217218626,1.0863754533028485,2012.0,0,0,0,0,0,0,0,1,0,0,3.8029926079185263,1,0,0,0,0
8,67.5,3.899262033459742,1.083080542046094,2012.0,0,0,0,0,0,0,0,1,0,0,5.515271596758052,1,0,0,0,0
9,55.3,3.6515210303290133,1.0845389453892478,2012.0,0,0,0,0,0,0,0,1,0,0,6.9761947283417625,1,0,0,0,0
10,46.2,3.471844432938674,1.0898324093755087,2012.0,0,0,0,0,0,0,0,1,0,0,10.112122870471893,1,0,0,0,0
11,35.35,3.3626950980753847,1.0922360741447805,2012.0,0,0,0,0,0,0,0,1,0,0,11.223644590991038,1,0,0,0,0
0,32.6,5.631909133814795,1.045612110891432,1924.0,0,0,1,0,0,0,0,0,0,0,23.699395446766307,0,0,1,0,0
1,34.05,5.900447028860967,1.0495605616728962,1924.0,0,0,1,0,0,0,0,0,0,0,31.724238623866572,0,0,1,0,0
