,Temperature,WI,GHGI,Age,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Y_Electric,Y_Very_Low_E,Y_Low_E,Y_Medium_E,Y_High_E,Y_Very_High_E
10,46.2,3.692779987762044,0.6405885154344594,1896.0,0,0,1,0,0,0,0,0,0,0,1.159412321177782,1,0,0,0,0
11,35.35,3.5766847861347273,0.6420013565583825,1896.0,0,0,1,0,0,0,0,0,0,0,1.1542253944111325,1,0,0,0,0
0,32.6,3.019009794180992,0.4564179849129267,1926.0,0,0,1,0,0,0,0,0,0,0,0.8544138558976189,1,0,0,0,0
1,34.05,3.1629607202329537,0.45814151501594674,1926.0,0,0,1,0,0,0,0,0,0,0,1.0070267626178768,1,0,0,0,0
2,42.55,3.069232227295221,0.45903729710896374,1926.0,0,0,1,0,0,0,0,0,0,0,0.9311849028129794,1,0,0,0,0
3,47.1,3.1270231109087,0.4619741016923994,1926.0,0,0,1,0,0,0,0,0,0,0,0.7896114013346757,1,0,0,0,0
4,58.6,3.242454511569448,0.4622915940797978,1926.0,0,0,1,0,0,0,0,0,0,0,1.071409627370375,1,0,0,0,0
5,68.4,3.4992806066565825,0.4612824218484242,1926.0,0,0,1,0,0,0,0,0,0,0,1.1444887647059925,1,0,0,0,0
6,76.05,3.6778158429369054,0.4585383805001948,1926.0,0,0,1,0,0,0,0,0,0,0,1.1741730745165866,1,0,0,0,0
7,76.4,3.720820680873042,0.4561118315393639,1926.0,0,0,1,0,0,0,0,0,0,0,1.1978399696681616,1,0,0,0,0
8,67.5,3.49161191177986,0.4547284718514135,1926.0,0,0,1,0,0,0,0,0,0,0,1.088106150228516,1,0,0,0,0
9,55.3,3.26977110443098,0.4553407785985391,1926.0,0,0,1,0,0,0,0,0,0,0,0.9672589431296705,1,0,0,0,0
10,46.2,3.1088788785859944,0.4575632253103281,1926.0,0,0,1,0,0,0,0,0,0,0,0.9669061244539241,1,0,0,0,0
11,35.35,3.0111406105493215,0.45857239754170176,1926.0,0,0,1,0,0,0,0,0,0,0,0.9625804232636238,1,0,0,0,0
0,32.6,2.306400883371773,0.448119476096328,1915.0,0,0,1,0,0,0,0,0,0,0,0.8915989591283751,1,0,0,0,0
1,34.05,2.4163735451525867,0.4498116692883841,1915.0,0,0,1,0,0,0,0,0,0,0,1.0508537603492512,1,0,0,0,0
2,42.55,2.3447687827813746,0.45069116443425533,1915.0,0,0,1,0,0,0,0,0,0,0,0.9717111729559712,1,0,0,0,0
3,47.1,2.3889186710241592,0.4535745725707194,1915.0,0,0,1,0,0,0,0,0,0,0,0.8239762249715364,1,0,0,0,0
4,58.6,2.477103573559401,0.45388629236925604,1915.0,0,0,1,0,0,0,0,0,0,0,1.1180386436500072,1,0,0,0,0
5,68.4,2.6733082807198767,0.4528954687239074,1915.0,0,0,1,0,0,0,0,0,0,0,1.1942982716191533,1,0,0,0,0
6,76.05,2.809701951076164,0.4502013190365549,1915.0,0,0,1,0,0,0,0,0,0,0,1.2252744777596367,1,0,0,0,0
7,76.4,2.8425559008700145,0.44781888914773915,1915.0,0,0,1,0,0,0,0,0,0,0,1.2499713842263236,1,0,0,0,0
8,67.5,2.6674497092531415,0.4464606814541151,1915.0,0,0,1,0,0,0,0,0,0,0,1.135461818963266,1,0,0,0,0
9,55.3,2.4979723412023476,0.447061855351293,1915.0,0,0,1,0,0,0,0,0,0,0,1.0093551982440758,1,0,0,0,0
10,46.2,2.3750572143512296,0.44924389394104947,1915.0,0,0,1,0,0,0,0,0,0,0,1.0089870244815775,1,0,0,0,0
11,35.35,2.300389146637934,0.45023471758639816,1915.0,0,0,1,0,0,0,0,0,0,0,1.0044730636508272,1,0,0,0,0
0,32.6,1.6627541252215108,0.423223949646532,1902.0,0,0,0,0,1,0,0,0,0,0,3.6763344025870395,1,0,0,0,0
1,34.05,1.7420367418541902,0.424822132105696,1902.0,0,0,0,0,1,0,0,0,0,0,4.332990512950633,1,0,0,0,0
2,42.55,1.690414703865642,0.42565276641012995,1902.0,0,0,0,0,1,0,0,0,0,0,4.006661490507512,1,0,0,0,0
3,47.1,1.7222436930639287,0.4283759852056794,1902.0,0,0,0,0,1,0,0,0,0,0,3.397505248029908,1,0,0,0,0
4,58.6,1.7858188553567773,0.4286703872376306,1902.0,0,0,0,0,1,0,0,0,0,0,4.610014274905027,1,0,0,0,0
5,68.4,1.9272687605189809,0.42773460935035695,1902.0,0,0,0,0,1,0,0,0,0,0,4.92445597648074,1,0,0,0,0
6,76.05,2.025599081008397,0.42519013464563515,1902.0,0,0,0,0,1,0,0,0,0,0,5.052180320626694,0,1,0,0,0
7,76.4,2.049284486673731,0.42294006197286466,1902.0,0,0,0,0,1,0,0,0,0,0,5.15401319733812,0,1,0,0,0
8,67.5,1.923045139229009,0.42165731026221975,1902.0,0,0,0,0,1,0,0,0,0,0,4.68185533993841,1,0,0,0,0
9,55.3,1.8008637808668086,0.4222250856095544,1902.0,0,0,0,0,1,0,0,0,0,0,4.1618792863580225,1,0,0,0,0
10,46.2,1.712250549881119,0.4242858998332133,1902.0,0,0,0,0,1,0,0,0,0,0,4.160361193660241,1,0,0,0,0
11,35.35,1.6584200824599056,0.4252216777204871,1902.0,0,0,0,0,1,0,0,0,0,0,4.141748756617648,1,0,0,0,0
0,32.6,3.808243319055719,0.6057911436117026,1992.0,0,0,1,0,0,0,0,0,0,0,2.8483507901955916,1,0,0,0,0
1,34.05,3.9898260861821777,0.6080787381120748,1992.0,0,0,1,0,0,0,0,0,0,0,3.3571148867164937,1,0,0,0,0
2,42.55,3.871594966918084,0.6092676852537154,1992.0,0,0,1,0,0,0,0,0,0,0,3.1042816492706486,1,0,0,0,0
3,47.1,3.9444936195980307,0.6131656258826391,1992.0,0,0,1,0,0,0,0,0,0,0,2.632319505839769,1,0,0,0,0
4,58.6,4.090101249365523,0.6135870248695497,1992.0,0,0,1,0,0,0,0,0,0,0,3.571747388784448,1,0,0,0,0
5,68.4,4.414067161188634,0.6122475780897266,1992.0,0,0,1,0,0,0,0,0,0,0,3.8153705664048965,1,0,0,0,0
6,76.05,4.6392753145676195,0.608605486845713,1992.0,0,0,1,0,0,0,0,0,0,0,3.9143288484151872,1,0,0,0,0
7,76.4,4.693522533994676,0.6053847945886103,1992.0,0,0,1,0,0,0,0,0,0,0,3.9932269363162134,1,0,0,0,0
8,67.5,4.404393705976117,0.6035486990027852,1992.0,0,0,1,0,0,0,0,0,0,0,3.6274084173928176,1,0,0,0,0
9,55.3,4.124558981985272,0.6043613970489701,1992.0,0,0,1,0,0,0,0,0,0,0,3.22454131094672,1,0,0,0,0
10,46.2,3.921606098114821,0.6073111899573446,1992.0,0,0,1,0,0,0,0,0,0,0,3.2233651229121723,1,0,0,0,0
11,35.35,3.7983169630533324,0.6086506367371678,1992.0,0,0,1,0,0,0,0,0,0,0,3.208944576805043,1,0,0,0,0
0,32.6,1.2949559777070752,0.7551643023104786,1996.0,1,0,0,0,0,0,0,0,0,0,4.393606223695991,1,0,0,0,0
1,34.05,1.356701425683678,0.7580159612082028,1996.0,1,0,0,0,0,0,0,0,0,0,5.178379331194386,0,1,0,0,0
2,42.55,1.3164980873423662,0.7594980733984672,1996.0,1,0,0,0,0,0,0,0,0,0,4.788381831791235,1,0,0,0,0
3,47.1,1.3412865628009398,0.7643571500728789,1996.0,1,0,0,0,0,0,0,0,0,0,4.060376061622589,1,0,0,0,0
4,58.6,1.3907990163838495,0.7648824556593018,1996.0,1,0,0,0,0,0,0,0,0,0,5.509451859247875,0,1,0,0,0
5,68.4,1.500960463261326,0.7632127343310291,1996.0,1,0,0,0,0,0,0,0,0,0,5.885242760113809,0,1,0,0,0
6,76.05,1.5775402981125304,0.7586725931912314,1996.0,1,0,0,0,0,0,0,0,0,0,6.037886783182619,0,1,0,0,0
7,76.4,1.5959865357044267,0.7546577576378566,1996.0,1,0,0,0,0,0,0,0,0,0,6.159587779855103,0,1,0,0,0
8,67.5,1.497671099215219,0.7523689261541568,1996.0,1,0,0,0,0,0,0,0,0,0,5.595309486950487,0,1,0,0,0
9,55.3,1.4025160321036436,0.7533820154994011,1996.0,1,0,0,0,0,0,0,0,0,0,4.97388342092776,0,1,0,0,0
10,46.2,1.333503884469627,0.757059154604361,1996.0,1,0,0,0,0,0,0,0,0,0,4.972069140507451,0,1,0,0,0
11,35.35,1.2915806172153181,0.7587288759326338,1996.0,1,0,0,0,0,0,0,0,0,0,4.949825320910699,1,0,0,0,0
0,32.6,4.0227922384391395,0.7385672846772814,2004.0,0,0,1,0,0,0,0,0,0,0,3.19834063704991,1,0,0,0,0
1,34.05,4.214605020614976,0.7413562697530774,2004.0,0,0,1,0,0,0,0,0,0,0,3.769618897500073,1,0,0,0,0
2,42.55,4.089712993223327,0.7428058080490504,2004.0,0,0,1,0,0,0,0,0,0,0,3.4857188875352167,1,0,0,0,0
3,47.1,4.16671861225144,0.747558091829519,2004.0,0,0,1,0,0,0,0,0,0,0,2.955764603926593,1,0,0,0,0
4,58.6,4.320529488766397,0.7480718522382183,2004.0,0,0,1,0,0,0,0,0,0,0,4.0106242735789435,1,0,0,0,0
5,68.4,4.662747001255599,0.7464388280819956,2004.0,0,0,1,0,0,0,0,0,0,0,4.2841825416801855,1,0,0,0,0
6,76.05,4.900642937923542,0.7419984702639516,2004.0,0,0,1,0,0,0,0,0,0,0,4.395300278939094,1,0,0,0,0
7,76.4,4.95794633872677,0.7380718728546071,2004.0,0,0,1,0,0,0,0,0,0,0,4.483892934586701,1,0,0,0,0
8,67.5,4.652528562650828,0.73583334535956,2004.0,0,0,1,0,0,0,0,0,0,0,4.073124626523857,1,0,0,0,0
9,55.3,4.3569285020971185,0.7368241690049088,2004.0,0,0,1,0,0,0,0,0,0,0,3.6207554020896753,1,0,0,0,0
10,46.2,4.142541652938191,0.7404204918658037,2004.0,0,0,1,0,0,0,0,0,0,0,3.6194346904692343,1,0,0,0,0
11,35.35,4.012306651112675,0.7420535160220265,2004.0,0,0,1,0,0,0,0,0,0,0,3.6032422261205164,1,0,0,0,0
0,32.6,1.2719685934874232,0.4149254408299333,1887.0,0,0,0,0,1,0,0,0,0,0,3.0164218333425437,1,0,0,0,0
1,34.05,1.3326179684230213,0.4164922863781334,1887.0,0,0,0,0,1,0,0,0,0,0,3.555206288560948,1,0,0,0,0
2,42.55,1.2931282988096617,0.41730663373542154,1887.0,0,0,0,0,1,0,0,0,0,0,3.287454261580466,1,0,0,0,0
3,47.1,1.3174767421595033,0.4199764560839994,1887.0,0,0,0,0,1,0,0,0,0,0,2.7876433117296253,1,0,0,0,0
4,58.6,1.3661102764480417,0.4202650855270889,1887.0,0,0,0,0,1,0,0,0,0,0,3.7825034907213104,1,0,0,0,0
5,68.4,1.4743161946827228,0.4193476562258402,1887.0,0,0,0,0,1,0,0,0,0,0,4.040502005023739,1,0,0,0,0
6,76.05,1.549536624181539,0.41685307318199527,1887.0,0,0,0,0,1,0,0,0,0,0,4.145299463073283,1,0,0,0,0
7,76.4,1.5676554137688454,0.4146471195812399,1887.0,0,0,0,0,1,0,0,0,0,0,4.228853046351308,1,0,0,0,0
8,67.5,1.4710852217143573,0.41338951986492134,1887.0,0,0,0,0,1,0,0,0,0,0,3.841448878536082,1,0,0,0,0
9,55.3,1.377619297805946,0.4139461623623083,1887.0,0,0,0,0,1,0,0,0,0,0,3.414810017900487,1,0,0,0,0
10,46.2,1.309832217881409,0.41596656846393465,1887.0,0,0,0,0,1,0,0,0,0,0,3.413564427195951,1,0,0,0,0
11,35.35,1.2686531506375316,0.4168839977651834,1887.0,0,0,0,0,1,0,0,0,0,0,3.398292975984255,1,0,0,0,0
0,32.6,1.3179433619267273,2.0497316776998704,1983.0,0,0,0,1,0,0,0,0,0,0,9.647109172953114,0,1,0,0,0
1,34.05,1.380784882944335,2.057471894707979,1983.0,0,0,0,1,0,0,0,0,0,0,11.370247628830933,0,0,1,0,0
2,42.55,1.339867875875071,2.0614947706529825,1983.0,0,0,0,1,0,0,0,0,0,0,10.513924084488364,0,0,1,0,0
3,47.1,1.3650963834423766,2.0746836930549573,1983.0,0,0,0,1,0,0,0,0,0,0,8.915430549615154,0,1,0,0,0
4,58.6,1.4154877563196575,2.076109522503819,1983.0,0,0,0,1,0,0,0,0,0,0,12.097188701763686,0,0,1,0,0
5,68.4,1.5276047318399295,2.0715774217556504,1983.0,0,0,0,1,0,0,0,0,0,0,12.922318597862203,0,0,1,0,0
6,76.05,1.605543972043522,2.0592541815190564,1983.0,0,0,0,1,0,0,0,0,0,0,13.257481441360003,0,0,1,0,0
7,76.4,1.6243176576400082,2.048356770731325,1983.0,0,0,0,1,0,0,0,0,0,0,13.524702202980514,0,0,1,0,0
8,67.5,1.524256976716081,2.0421442281327113,1983.0,0,0,0,1,0,0,0,0,0,0,12.285707623489243,0,0,1,0,0
9,55.3,1.4274127664013414,2.044894042069803,1983.0,0,0,0,1,0,0,0,0,0,0,10.921232794245913,0,0,1,0,0
10,46.2,1.3571755510578454,2.054874848211837,1983.0,0,0,0,1,0,0,0,0,0,0,10.917249150652486,0,0,1,0,0
11,35.35,1.314508083793105,2.059406948960006,1983.0,0,0,0,1,0,0,0,0,0,0,10.868408051758369,0,0,1,0,0
0,32.6,0.4214353773602908,0.5560000907121107,1981.0,1,0,0,0,0,0,0,0,0,0,2.1878055821437674,1,0,0,0,0
1,34.05,0.4415300497787118,0.5580996637466987,1981.0,1,0,0,0,0,0,0,0,0,0,2.578585023424006,1,0,0,0,0
2,42.55,0.4284461230995867,0.5591908892054649,1981.0,1,0,0,0,0,0,0,0,0,0,2.384384937486727,1,0,0,0,0
3,47.1,0.4365133784263414,0.5627684511525592,1981.0,1,0,0,0,0,0,0,0,0,0,2.021872912804644,1,0,0,0,0
4,58.6,0.45262689882314633,0.5631552146062991,1981.0,1,0,0,0,0,0,0,0,0,0,2.7434432943048583,1,0,0,0,0
5,68.4,0.4884782572743961,0.5619258593426258,1981.0,1,0,0,0,0,0,0,0,0,0,2.9305691742253646,1,0,0,0,0
6,76.05,0.5134006887348472,0.5585831180638737,1981.0,1,0,0,0,0,0,0,0,0,0,3.0065785908066016,1,0,0,0,0
7,76.4,0.5194039021523282,0.5556271402388615,1981.0,1,0,0,0,0,0,0,0,0,0,3.0671798614522308,1,0,0,0,0
8,67.5,0.48740775418246773,0.5539419566189947,1981.0,1,0,0,0,0,0,0,0,0,0,2.78619628298744,1,0,0,0,0
9,55.3,0.45644012879112666,0.5546878575654931,1981.0,1,0,0,0,0,0,0,0,0,0,2.4767558491129464,1,0,0,0,0
10,46.2,0.43398055411733427,0.5573952017416725,1981.0,1,0,0,0,0,0,0,0,0,0,2.4758524243113067,1,0,0,0,0
11,35.35,0.4203368872594231,0.5586245570053459,1981.0,1,0,0,0,0,0,0,0,0,0,2.464776066940109,1,0,0,0,0
0,32.6,2.5056248799420926,0.4398209672797293,1926.0,0,0,1,0,0,0,0,0,0,0,0.931033444785188,1,0,0,0,0
1,34.05,2.6250968414116143,0.4414818235608214,1926.0,0,0,1,0,0,0,0,0,0,0,1.0973319186239223,1,0,0,0,0
2,42.55,2.5473069500648156,0.44234503175954687,1926.0,0,0,1,0,0,0,0,0,0,0,1.0146889377011854,1,0,0,0,0
3,47.1,2.5952704499166117,0.44517504344903935,1926.0,0,0,1,0,0,0,0,0,0,0,0.8604198281100599,1,0,0,0,0
4,58.6,2.6910726530030704,0.4454809906587142,1926.0,0,0,1,0,0,0,0,0,0,0,1.167488318759409,1,0,0,0,0
5,68.4,2.9042252750677733,0.4445085155993906,1926.0,0,0,1,0,0,0,0,0,0,0,1.2471208299901988,1,0,0,0,0
6,76.05,3.052400458478092,0.441864257572915,1926.0,0,0,1,0,0,0,0,0,0,0,1.2794670811988635,1,0,0,0,0
7,76.4,3.088092290978388,0.4395259467561143,1926.0,0,0,1,0,0,0,0,0,0,0,1.3052563059033153,1,0,0,0,0
8,67.5,2.897860647593945,0.43819289105681664,1926.0,0,0,1,0,0,0,0,0,0,0,1.1856821028199664,1,0,0,0,0
9,55.3,2.7137440384490623,0.4387829321040468,1926.0,0,0,1,0,0,0,0,0,0,0,1.0539979186962143,1,0,0,0,0
10,46.2,2.5802116581157875,0.4409245625717707,1926.0,0,0,1,0,0,0,0,0,0,0,1.0536134609948353,1,0,0,0,0
11,35.35,2.499093856978752,0.44189703763109445,1926.0,0,0,1,0,0,0,0,0,0,0,1.0488998524168405,1,0,0,0,0
0,32.6,2.245101192119367,0.6804777229610907,1902.0,1,0,0,0,0,0,0,0,0,0,2.8607926867397198,1,0,0,0,0
1,34.05,2.352150992457501,0.6830473496601387,1902.0,1,0,0,0,0,0,0,0,0,0,3.3717791184716037,1,0,0,0,0
2,42.55,2.282449346694162,0.6843828793260913,1902.0,1,0,0,0,0,0,0,0,0,0,3.117841478789192,1,0,0,0,0
3,47.1,2.325425815980328,0.688761387977759,1902.0,1,0,0,0,0,0,0,0,0,0,2.6438177549583406,1,0,0,0,0
4,58.6,2.41126693373058,0.6892347402644258,1902.0,1,0,0,0,0,0,0,0,0,0,3.587349157936612,1,0,0,0,0
5,68.4,2.602256897843601,0.6877301562103778,1902.0,1,0,0,0,0,0,0,0,0,0,3.8320365072813227,1,0,0,0,0
6,76.05,2.7350254872601862,0.6836390400184722,1902.0,1,0,0,0,0,0,0,0,0,0,3.931427049500291,1,0,0,0,0
7,76.4,2.7670062423751305,0.6800212761132334,1902.0,1,0,0,0,0,0,0,0,0,0,4.010669772567243,1,0,0,0,0
8,67.5,2.59655403591751,0.677958812578471,1902.0,1,0,0,0,0,0,0,0,0,0,3.643253319786108,1,0,0,0,0
9,55.3,2.4315810497418204,0.6788717062741856,1902.0,1,0,0,0,0,0,0,0,0,0,3.2386264473460575,1,0,0,0,0
10,46.2,2.311932770115981,0.6821851722808527,1902.0,1,0,0,0,0,0,0,0,0,0,3.2374451215981734,1,0,0,0,0
11,35.35,2.2392492357638356,0.6836897563349008,1902.0,1,0,0,0,0,0,0,0,0,0,3.222961585025336,1,0,0,0,0
0,32.6,1.3869055145856843,0.5974926347951041,1957.0,1,0,0,0,0,0,0,0,0,0,3.341035834702906,1,0,0,0,0
1,34.05,1.4530352547263063,0.5997488923845121,1957.0,1,0,0,0,0,0,0,0,0,0,3.937801894465461,1,0,0,0,0
2,42.55,1.4099772414731855,0.600921552579007,1957.0,1,0,0,0,0,0,0,0,0,0,3.641235576363711,1,0,0,0,0
3,47.1,1.4365258453666871,0.6047660967609592,1957.0,1,0,0,0,0,0,0,0,0,0,3.0876371785633183,1,0,0,0,0
4,58.6,1.4895539761270817,0.605181723159008,1957.0,1,0,0,0,0,0,0,0,0,0,4.189559818092466,1,0,0,0,0
5,68.4,1.60753753757574,0.6038606249652099,1957.0,1,0,0,0,0,0,0,0,0,0,4.475322993539763,1,0,0,0,0
6,76.05,1.6895549938364973,0.6002684253820733,1957.0,1,0,0,0,0,0,0,0,0,0,4.591398291384069,1,0,0,0,0
7,76.4,1.709311023446753,0.5970918521969855,1957.0,1,0,0,0,0,0,0,0,0,0,4.6839435424374924,1,0,0,0,0
8,67.5,1.6040146092186667,0.5952809086054868,1957.0,1,0,0,0,0,0,0,0,0,0,4.254848648322613,1,0,0,0,0
9,55.3,1.502102969294435,0.596082473801724,1957.0,1,0,0,0,0,0,0,0,0,0,3.782296796952138,1,0,0,0,0
10,46.2,1.4281905508225001,0.5989918585880659,1957.0,1,0,0,0,0,0,0,0,0,0,3.7809171612747847,1,0,0,0,0
11,35.35,1.3832904835264652,0.6003129567818641,1957.0,1,0,0,0,0,0,0,0,0,0,3.7640022639012782,1,0,0,0,0
0,32.6,0.5057224528323488,0.38173140556353863,1909.0,1,0,0,0,0,0,0,0,0,0,2.5094672690699293,1,0,0,0,0
1,34.05,0.5298360597344541,0.3831729034678827,1909.0,1,0,0,0,0,0,0,0,0,0,2.9577009811154418,1,0,0,0,0
2,42.55,0.514135347719504,0.3839221030365878,1909.0,1,0,0,0,0,0,0,0,0,0,2.7349486656045543,1,0,0,0,0
3,47.1,0.5238160541116097,0.3863783395972794,1909.0,1,0,0,0,0,0,0,0,0,0,2.3191383815424036,1,0,0,0,0
4,58.6,0.5431522785877756,0.3866438786849218,1909.0,1,0,0,0,0,0,0,0,0,0,3.14679750696194,1,0,0,0,0
5,68.4,0.5861739087292752,0.38579984372777293,1909.0,1,0,0,0,0,0,0,0,0,0,3.361435532702914,1,0,0,0,0
6,76.05,0.6160808264818166,0.3835048273274356,1909.0,1,0,0,0,0,0,0,0,0,0,3.448620218859904,1,0,0,0,0
7,76.4,0.6232846825827939,0.3814753500147407,1909.0,1,0,0,0,0,0,0,0,0,0,3.5181313794449496,1,0,0,0,0
8,67.5,0.5848893050189613,0.38031835827572763,1909.0,1,0,0,0,0,0,0,0,0,0,3.19583624542641,1,0,0,0,0
9,55.3,0.547728154549352,0.3808304693733236,1909.0,1,0,0,0,0,0,0,0,0,0,2.840900392408822,1,0,0,0,0
10,46.2,0.5207766649408011,0.38268924298681983,1909.0,1,0,0,0,0,0,0,0,0,0,2.8398641417527837,1,0,0,0,0
11,35.35,0.5044042647113076,0.38353327794396874,1909.0,1,0,0,0,0,0,0,0,0,0,2.8271592851099436,1,0,0,0,0
0,32.6,961.025909609594,0.5974926347951041,1909.0,0,0,0,0,0,0,0,0,0,0,5.0865565973232,0,1,0,0,0
1,34.05,1006.8490698772007,0.5997488923845121,1909.0,0,0,0,0,0,0,0,0,0,0,5.995102476063742,0,1,0,0,0
2,42.55,977.0129592572757,0.600921552579007,1909.0,0,0,0,0,0,0,0,0,0,0,5.543595387688424,0,1,0,0,0
3,47.1,995.409234949668,0.6047660967609592,1909.0,0,0,0,0,0,0,0,0,0,0,4.700770071853541,1,0,0,0,0
4,58.6,1032.1539209163457,0.605181723159008,1909.0,0,0,0,0,0,0,0,0,0,0,6.378391069993835,0,1,0,0,0
5,68.4,1113.9080550428137,0.6038606249652099,1909.0,0,0,0,0,0,0,0,0,0,0,6.813450924858495,0,1,0,0,0
6,76.05,1170.7402614749917,0.6002684253820733,1909.0,0,0,0,0,0,0,0,0,0,0,6.990169643617378,0,1,0,0,0
7,76.4,1184.4297710535457,0.5970918521969855,1909.0,0,0,0,0,0,0,0,0,0,0,7.131065066649732,0,1,0,0,0
8,67.5,1111.4669187193656,0.5952809086054868,1909.0,0,0,0,0,0,0,0,0,0,0,6.477789982956468,0,1,0,0,0
9,55.3,1040.84947187242,0.596082473801724,1909.0,0,0,0,0,0,0,0,0,0,0,5.758353899033255,0,1,0,0,0
10,46.2,989.6334744981103,0.5989918585880659,1909.0,0,0,0,0,0,0,0,0,0,0,5.75625347410406,0,1,0,0,0
11,35.35,958.5209527286698,0.6003129567818641,1909.0,0,0,0,0,0,0,0,0,0,0,5.730501405857864,0,1,0,0,0
0,32.6,0.7968959862812771,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.02108796024428512,1,0,0,0,0
1,34.05,0.8348931850361097,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.024854630093407073,1,0,0,0,0
2,42.55,0.8101526691337639,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.022982761895836593,1,0,0,0,0
3,47.1,0.8254071155698092,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.019488557828087425,1,0,0,0,0
4,58.6,0.8558763177746768,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.026443676529091936,1,0,0,0,0
5,68.4,0.9236679773915853,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.02824735741767155,1,0,0,0,0
6,76.05,0.9707940296077111,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.02898000183915886,1,0,0,0,0
7,76.4,0.9821455604334934,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.02956412923903319,1,0,0,0,0
8,67.5,0.9216437533632117,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.026855766768289165,1,0,0,0,0
9,55.3,0.8630867889868576,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.023873112541250605,1,0,0,0,0
10,46.2,0.8206177750582321,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.0238644045525444,1,0,0,0,0
11,35.35,0.7948188413632727,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.023757641051344064,1,0,0,0,0
0,32.6,2.1991264236800627,1.7094928162193255,1997.0,0,0,0,1,0,0,0,0,0,0,9.06993170106703,0,1,0,0,0
1,34.05,2.303984077936187,1.7159482198779097,1997.0,0,0,0,1,0,0,0,0,0,0,10.689976403174382,0,0,1,0,0
2,42.55,2.2357097696287522,1.719303330989937,1997.0,0,0,0,1,0,0,0,0,0,0,9.88488589139932,0,1,0,0,0
3,47.1,2.2778061746974543,1.7303029990660777,1997.0,0,0,0,1,0,0,0,0,0,0,8.382028721860403,0,1,0,0,0
4,58.6,2.3618894538589634,1.7314921523716065,1997.0,0,0,0,1,0,0,0,0,0,0,11.373425275162441,0,0,1,0,0
5,68.4,2.548968360686394,1.7277123436504616,1997.0,0,0,0,1,0,0,0,0,0,0,12.149188425340535,0,0,1,0,0
6,76.05,2.679018139398203,1.7174346615098206,1997.0,0,0,0,1,0,0,0,0,0,0,12.464298791022227,0,0,1,0,0
7,76.4,2.7103439985039675,1.7083461326747085,1997.0,0,0,0,1,0,0,0,0,0,0,12.715531985708177,0,0,1,0,0
8,67.5,2.543382280915786,1.703164821843476,1997.0,0,0,0,1,0,0,0,0,0,0,11.55066528704117,0,0,1,0,0
9,55.3,2.3817875811464244,1.7054581889327103,1997.0,0,0,0,1,0,0,0,0,0,0,10.267825703991885,0,0,1,0,0
10,46.2,2.264589436939544,1.713782262071411,1997.0,0,0,0,1,0,0,0,0,0,0,10.264080398049348,0,0,1,0,0
11,35.35,2.193394302608262,1.7175620707925559,1997.0,0,0,0,1,0,0,0,0,0,0,10.218161416183083,0,0,1,0,0
0,32.6,5.072549451136591,0.4398209672797293,1966.0,0,0,1,0,0,0,0,0,0,0,1.346747434400862,1,0,0,0,0
1,34.05,5.314416235518314,0.4414818235608214,1966.0,0,0,1,0,0,0,0,0,0,0,1.5872995265319538,1,0,0,0,0
2,42.55,5.156933336216843,0.44234503175954687,1966.0,0,0,1,0,0,0,0,0,0,0,1.4677557838744442,1,0,0,0,0
3,47.1,5.254033754877055,0.44517504344903935,1966.0,0,0,1,0,0,0,0,0,0,0,1.24460426476109,1,0,0,0,0
4,58.6,5.447981945834962,0.4454809906587142,1966.0,0,0,1,0,0,0,0,0,0,0,1.6887813287362412,1,0,0,0,0
5,68.4,5.879501933011822,0.4445085155993906,1966.0,0,0,1,0,0,0,0,0,0,0,1.803970402550564,1,0,0,0,0
6,76.05,6.179477380772162,0.441864257572915,1966.0,0,0,1,0,0,0,0,0,0,0,1.8507595174548153,1,0,0,0,0
7,76.4,6.25173424045166,0.4395259467561143,1966.0,0,0,1,0,0,0,0,0,0,0,1.888063840302123,1,0,0,0,0
8,67.5,5.8666169685235205,0.43819289105681664,1966.0,0,0,1,0,0,0,0,0,0,0,1.7150987850455068,1,0,0,0,0
9,55.3,5.493879368358652,0.4387829321040468,1966.0,0,0,1,0,0,0,0,0,0,0,1.524616543926068,1,0,0,0,0
10,46.2,5.223547760466824,0.4409245625717707,1966.0,0,0,1,0,0,0,0,0,0,0,1.5240604227406607,1,0,0,0,0
11,35.35,5.059327624831601,0.44189703763109445,1966.0,0,0,1,0,0,0,0,0,0,0,1.5172421496756698,1,0,0,0,0
0,32.6,5.06488698973004,0.4647164937295253,1974.0,0,0,1,0,0,0,0,0,0,0,0.7415229753898792,1,0,0,0,0
